Wavenumber (cm-1),Int deg2 (arb),Int deg4 (arb),Int deg6 (arb),Int deg8 (arb),Int deg10 (arb),Int deg12 (arb),Int deg14 (arb),Int deg16 (arb),Int deg18 (arb),Int deg20 (arb),Int deg22 (arb),Int deg24 (arb)
546.7204,-1.17549e-38,0.0374363,0.0447534,0.0270645,-1.17549e-38,-1.17549e-38,0.0112784,0.0281821,0.0686656,-1.17549e-38,0.0146,-1.17549e-38
547.2025,-1.17549e-38,0.0163035,0.0469486,0.0155318,-1.17549e-38,0.00172883,0.0177664,0.0338738,0.0833048,-1.17549e-38,0.00539586,0.00224451
547.6846,-1.17549e-38,0.000901353,0.0421194,0.00468239,-1.17549e-38,-1.17549e-38,0.0193815,0.0267938,0.0680771,-1.17549e-38,-1.17549e-38,0.00386063
548.1667,0.00527247,-1.17549e-38,0.028099,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0205618,0.0048323,0.0325114,-1.17549e-38,-1.17549e-38,0.00188181
548.6489,0.0200842,-1.17549e-38,0.00743339,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0261247,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38
549.131,0.0369913,0.00297675,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0379876,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38
549.6131,0.0532771,0.0127702,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0537886,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38
550.0952,0.0650224,0.0184029,-1.17549e-38,-1.17549e-38,0.0384397,-1.17549e-38,0.0681777,-1.17549e-38,0.00958503,-1.17549e-38,-1.17549e-38,0.00214021
550.5773,0.0678012,0.0145498,-1.17549e-38,-1.17549e-38,0.0826812,0.0188944,0.0757487,-1.17549e-38,0.0443968,0.0487793,-1.17549e-38,0.00793611
551.0594,0.0585614,-1.17549e-38,0.028211,-1.17549e-38,0.122028,0.0344445,0.0735179,-1.17549e-38,0.0662758,0.0845592,-1.17549e-38,0.0141532
551.5416,0.0378637,-1.17549e-38,0.067629,-1.17549e-38,0.151782,0.0404005,0.0614799,0.022543,0.0628707,0.101117,-1.17549e-38,0.0208569
552.0237,0.0109752,-1.17549e-38,0.102799,-1.17549e-38,0.167928,0.0342188,0.0415395,0.0334754,0.0348203,0.102256,-1.17549e-38,0.0284125
552.5058,-1.17549e-38,-1.17549e-38,0.122946,-1.17549e-38,0.167063,0.0159691,0.0163188,0.0270721,-1.17549e-38,0.0933006,0.00541585,0.0360244
552.9879,-1.17549e-38,-1.17549e-38,0.120501,-1.17549e-38,0.147251,-1.17549e-38,-1.17549e-38,0.00864241,-1.17549e-38,0.0779617,0.0173322,0.0413608
553.47,-1.17549e-38,-1.17549e-38,0.0939689,-1.17549e-38,0.109478,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0584648,0.0260503,0.0420417
553.9521,-1.17549e-38,-1.17549e-38,0.0491281,-1.17549e-38,0.0586852,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0374834,0.0314427,0.0378954
554.4343,0.0193857,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.00343969,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0189389,0.0340118,0.0317671
554.9164,0.0371067,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.00142766,0.00625193,0.0349873,0.0276088
555.3985,0.0399116,-1.17549e-38,-1.17549e-38,0.000604121,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.00629974,-1.17549e-38,0.0361434,0.0270738
555.8806,0.0258437,0.0428578,-1.17549e-38,0.00974748,-1.17549e-38,-1.17549e-38,0.0215108,0.00217332,-1.17549e-38,-1.17549e-38,0.039252,0.0275704
