Wavenumber (cm-1),Int deg2 (arb),Int deg4 (arb),Int deg6 (arb),Int deg8 (arb),Int deg10 (arb),Int deg12 (arb),Int deg14 (arb),Int deg16 (arb),Int deg18 (arb),Int deg20 (arb),Int deg22 (arb),Int deg24 (arb),Int deg26 (arb),Int deg28 (arb),Int deg30 (arb)
1398.6206,0.0653159,0.0730828,0.0658239,0.073019,0.0709867,0.0797559,0.0921729,0.0978081,0.0975094,0.107821,0.112463,0.0971468,0.0822763,0.064363,0.0487838
1399.1028,0.0602992,0.0697353,0.0654273,0.0763737,0.0682657,0.0769896,0.0934382,0.0952032,0.0952852,0.104442,0.108355,0.0957798,0.0815202,0.0644963,0.0467067
1399.5848,0.0582734,0.067833,0.0641674,0.0781689,0.0676198,0.0750705,0.0928336,0.092852,0.0938314,0.101274,0.102835,0.0942876,0.0807539,0.0635584,0.0415544
1400.067,0.0592727,0.0676718,0.0626531,0.0777821,0.0691223,0.0744447,0.0906138,0.0909226,0.093272,0.0991782,0.0972061,0.092186,0.0800561,0.0612724,0.0351803
1400.5491,0.0616163,0.0688954,0.0615361,0.075443,0.0720188,0.0746824,0.0876758,0.0891999,0.0931994,0.0986717,0.0927142,0.0890435,0.0795906,0.0577724,0.0298759
1401.0313,0.0631294,0.0706045,0.06123,0.0718858,0.075101,0.0748692,0.0850136,0.0874018,0.0930776,0.0996077,0.0899844,0.0846121,0.0793651,0.0536387,0.0270206
1401.5133,0.0623803,0.0716794,0.0618164,0.0679391,0.0771934,0.074211,0.0832378,0.0854358,0.0926376,0.101229,0.0888991,0.079095,0.079143,0.0497197,0.0266279
1401.9955,0.059334,0.071184,0.0630926,0.0642582,0.0775471,0.0724593,0.0823524,0.083452,0.0919857,0.102436,0.0887941,0.0733374,0.0785693,0.0468105,0.0277425
1402.4775,0.0552796,0.0687323,0.0646883,0.0612053,0.0760677,0.0699841,0.0818525,0.0817051,0.0914106,0.102145,0.0888174,0.06866,0.0773894,0.04531,0.0292449
1402.9597,0.0521085,0.0646539,0.0662024,0.0588691,0.0733053,0.0674971,0.081122,0.0803348,0.0910552,0.0996366,0.0883045,0.0662819,0.0755643,0.0450469,0.0305585
1403.4418,0.0513029,0.0598683,0.0673028,0.0572052,0.0701969,0.0656278,0.0799127,0.0792339,0.0907064,0.0948062,0.0870139,0.0666369,0.0731705,0.0454131,0.0318328
1403.924,0.0531629,0.0555595,0.0677558,0.056202,0.0676729,0.0646373,0.0785674,0.0781266,0.0898907,0.088271,0.0851426,0.0690417,0.0701831,0.0457321,0.0335171
